MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
7.2589,21.0,8.035714285714286,1.1071428571428572,812.0,2.6363636363636362,38.23,-122.18,3.204
6.2299,39.0,5.2368421052631575,0.9473684210526315,101.0,2.6578947368421053,38.25,-122.05,1.054
15.0001,42.0,8.5625,0.9642857142857143,632.0,2.8214285714285716,34.05,-118.49,5.00001
3.075,13.0,33.98969072164948,6.824742268041237,267.0,2.752577319587629,38.31,-120.27,1.083
5.5756,41.0,4.542857142857143,0.9934065934065934,1282.0,2.817582417582418,34.2,-118.24,3.099
6.3735,8.0,5.339130434782609,1.0260869565217392,278.0,2.417391304347826,38.09,-122.19,1.663
3.2937,13.0,6.832786885245902,1.4721311475409835,834.0,2.734426229508197,38.26,-120.93,1.142
1.3571,36.0,3.982689747003995,1.0945406125166446,2378.0,3.166444740346205,34.12,-117.28,0.706
3.4531,52.0,5.784090909090909,1.2121212121212122,825.0,3.125,37.77,-122.25,2.088
6.1009,15.0,7.195652173913044,1.0608695652173914,1104.0,2.4,33.34,-117.19,3.144
2.1719,27.0,3.8298755186721993,1.0560165975103735,1078.0,2.236514522821577,32.62,-117.11,1.315
5.6411,6.0,5.7781299524564185,1.026148969889065,2468.0,1.9556259904912836,37.29,-121.74,2.947
3.6406,19.0,6.3147353361945635,1.0972818311874106,1865.0,2.668097281831187,38.72,-120.78,1.509
2.3851,44.0,4.346590909090909,1.0606060606060606,1543.0,2.922348484848485,34.17,-118.36,1.941
1.5988,50.0,4.686192468619247,1.1757322175732217,625.0,2.6150627615062763,38.01,-121.82,0.964
2.1917,43.0,4.844029244516653,1.091795288383428,4367.0,3.5475223395613322,37.79,-122.23,1.128
5.8964,36.0,5.932489451476793,0.9451476793248945,598.0,2.523206751054852,37.51,-122.27,4.148
1.6065,47.0,3.5303030303030303,1.1174242424242424,1226.0,4.643939393939394,33.97,-118.23,1.114
4.3897,14.0,7.451612903225806,1.1612903225806452,108.0,3.4838709677419355,38.93,-122.61,0.713
4.1719,24.0,5.063725490196078,0.9264705882352942,486.0,2.3823529411764706,34.15,-117.68,2.135
4.3,32.0,5.740112994350283,1.073446327683616,729.0,4.11864406779661,33.92,-118.11,1.513
2.619,20.0,4.326347305389222,0.9670658682634731,573.0,1.715568862275449,32.65,-117.09,1.458
5.1333,4.0,7.107561665992721,1.1399110392236151,7766.0,3.1403154063890013,34.12,-117.54,1.818
3.0441,20.0,4.049079754601227,1.0501022494887526,1729.0,1.7678936605316973,34.15,-118.25,1.938
4.25,18.0,6.222360248447205,1.0260869565217392,2497.0,3.101863354037267,37.32,-120.61,1.463
8.2004,32.0,8.2491961414791,1.0691318327974277,1877.0,3.017684887459807,34.15,-118.05,5.00001
2.9643,37.0,5.316326530612245,1.086734693877551,699.0,3.566326530612245,33.89,-118.25,1.032
2.6458,41.0,4.710743801652892,1.115702479338843,466.0,3.8512396694214877,33.93,-118.27,0.913
4.8051,21.0,5.857142857142857,1.0533910533910533,1874.0,2.704184704184704,39.0,-121.04,1.743
2.3049,25.0,3.641843971631206,1.0797872340425532,2271.0,4.026595744680851,34.06,-117.7,1.5
4.7813,21.0,5.741176470588235,1.0487394957983194,1862.0,3.1294117647058823,36.88,-121.6,2.415
2.5754,23.0,5.30064308681672,1.1704180064308682,1793.0,2.882636655948553,33.2,-117.35,1.697
3.625,37.0,5.325892857142857,0.9151785714285714,488.0,2.1785714285714284,34.03,-118.44,3.576
2.5909,17.0,4.871478873239437,1.028169014084507,1275.0,2.244718309859155,38.66,-121.33,1.254
6.2551,37.0,6.348623853211009,1.0152905198776758,771.0,2.3577981651376145,33.95,-118.44,5.00001
2.5365,10.0,4.873517786561265,1.1040843214756257,2310.0,3.0434782608695654,32.86,-116.91,1.395
3.358,9.0,4.65625,1.09375,297.0,1.85625,38.57,-121.5,0.775
6.0,20.0,6.007707129094412,0.9633911368015414,1405.0,2.7071290944123314,38.87,-121.19,2.094
6.7836,18.0,6.667910447761194,0.9402985074626866,1803.0,3.3638059701492535,37.24,-121.84,2.741
0.4999,52.0,3.875,0.5625,44.0,2.75,34.06,-117.75,1.125
3.2639,50.0,5.121212121212121,1.0649350649350648,851.0,3.683982683982684,34.03,-118.19,1.426
1.9476,14.0,5.323741007194244,1.079136690647482,1171.0,1.6848920863309353,33.73,-117.02,1.125
6.0791,23.0,6.119909502262443,1.0158371040723981,1180.0,2.669683257918552,37.25,-121.89,3.165
5.6047,34.0,5.369565217391305,0.9402173913043478,759.0,4.125,33.81,-117.92,2.051
3.071,8.0,4.5962962962962965,1.0851851851851853,1427.0,2.6425925925925924,34.64,-120.47,1.204
3.8914,52.0,5.673101673101673,1.0386100386100385,1604.0,2.0643500643500645,38.58,-121.46,1.816
2.8958,32.0,5.758122743682311,1.1155234657039712,706.0,2.5487364620938626,40.62,-124.17,0.864
3.8269,29.0,5.767543859649122,1.0526315789473684,650.0,2.8508771929824563,38.25,-122.68,3.06
5.5918,20.0,6.193846153846154,0.9969230769230769,1997.0,3.0723076923076924,33.9,-117.85,2.605
4.03,15.0,6.053370786516854,1.1067415730337078,857.0,2.407303370786517,38.77,-120.58,1.412
6.5253,14.0,6.559139784946237,1.016726403823178,2415.0,2.8853046594982077,38.51,-121.55,2.168
3.6875,16.0,5.7612903225806456,1.0580645161290323,548.0,3.535483870967742,37.79,-120.83,1.219
3.4018,52.0,5.128378378378378,1.162162162162162,725.0,2.449324324324324,34.12,-118.15,2.045
4.3986,52.0,3.9706877113866965,1.0574971815107101,1319.0,1.4870349492671928,37.79,-122.43,5.00001
6.2059,22.0,7.813008130081301,1.0914634146341464,1665.0,3.3841463414634148,34.28,-118.75,2.399
2.4348,34.0,4.911290322580645,1.1491935483870968,797.0,3.213709677419355,34.74,-118.09,1.048
3.2153,42.0,4.783382789317508,1.0504451038575668,1940.0,2.878338278931751,37.36,-121.91,1.997
4.0495,12.0,5.214780600461894,1.0531177829099307,1147.0,2.648960739030023,33.14,-117.13,1.539
3.5179,37.0,5.8470363288718925,1.0841300191204588,1351.0,2.5831739961759084,38.01,-121.8,1.308
3.0909,27.0,4.360902255639098,1.0751879699248121,466.0,3.5037593984962405,33.93,-118.12,1.875
3.7455,33.0,4.808510638297872,1.1111111111111112,1990.0,4.704491725768322,34.21,-118.37,1.596
5.2798,14.0,6.355184743742551,1.0536352800953517,2093.0,2.494636471990465,37.96,-121.92,2.374
3.9727,17.0,5.745231030097499,1.0487494701144553,6544.0,2.774056803730394,38.61,-121.29,1.327
7.4559,34.0,7.418060200668896,0.9565217391304348,827.0,2.765886287625418,37.39,-121.81,4.565
3.7617,23.0,5.818652849740933,1.1321243523316062,1035.0,2.6813471502590676,38.47,-122.66,1.726
2.375,37.0,4.1440677966101696,1.2485875706214689,651.0,1.8389830508474576,32.79,-117.25,3.404
2.2326,36.0,3.933712121212121,0.9393939393939394,1206.0,2.284090909090909,34.18,-118.44,2.21
3.1062,11.0,5.140302613480055,1.0412654745529573,2212.0,3.0426409903713894,33.23,-117.34,1.41
4.7308,35.0,5.666666666666667,0.971830985915493,601.0,2.8215962441314555,33.83,-118.37,3.534
1.6948,15.0,5.676646706586826,1.221556886227545,893.0,2.6736526946107784,39.83,-121.5,0.875
4.4453,42.0,5.336,1.072,942.0,2.512,37.34,-121.96,2.554
1.9,15.0,6.742574257425742,1.2623762376237624,378.0,1.8712871287128714,33.63,-117.72,1.625
4.6277,21.0,3.983092638252906,1.0704473406128918,5127.0,1.805917576611483,33.99,-118.38,2.283
3.3864,25.0,4.436055469953775,1.1140215716486903,2077.0,3.200308166409861,34.21,-118.48,1.974
13.1499,7.0,8.802531645569621,1.0531645569620254,1216.0,3.078481012658228,37.81,-121.91,5.00001
10.3345,5.0,8.74031007751938,1.0426356589147288,876.0,3.395348837209302,37.76,-121.93,4.614
2.9063,9.0,4.409090909090909,0.9090909090909091,91.0,4.136363636363637,37.08,-120.79,0.55
8.5608,42.0,6.788461538461538,1.0115384615384615,753.0,2.896153846153846,34.42,-119.63,5.00001
2.6458,16.0,2.989795918367347,1.0591836734693878,1648.0,1.6816326530612244,34.1,-118.35,3.722
3.9537,44.0,4.4282407407407405,1.0208333333333333,1295.0,2.997685185185185,34.03,-118.38,2.664
1.9647,23.0,3.431693989071038,1.1484517304189434,3940.0,3.588342440801457,33.78,-118.17,1.862
3.5341,15.0,5.681710213776722,1.0593824228028503,747.0,1.7743467933491686,33.1,-117.31,5.00001
3.1493,24.0,7.307322929171669,1.460984393757503,1721.0,2.0660264105642256,33.81,-116.54,1.994
3.4028,14.0,5.614457831325301,0.9969879518072289,894.0,2.6927710843373496,39.29,-121.06,1.718
5.5362,7.0,7.067741935483871,1.0451612903225806,1156.0,3.729032258064516,33.83,-117.53,1.956
3.7067,45.0,4.843283582089552,1.0970149253731343,1064.0,3.970149253731343,33.98,-118.34,1.366
3.5,19.0,4.9816091954022985,1.0183908045977013,1654.0,3.802298850574713,33.22,-117.25,1.358
2.5139,30.0,4.324652777777778,1.1388888888888888,1091.0,1.8940972222222223,34.43,-119.72,2.795
4.1513,17.0,2.567901234567901,1.0666666666666667,669.0,1.651851851851852,37.61,-122.42,1.375
4.2,38.0,5.316062176165803,0.9844559585492227,789.0,4.0880829015544045,33.97,-118.08,1.632
3.4808,45.0,4.891191709844559,0.9222797927461139,533.0,2.761658031088083,33.81,-118.2,2.069
2.343,33.0,4.899280575539568,1.0623501199040768,1497.0,3.5899280575539567,36.06,-118.98,0.474
4.9706,15.0,5.467116357504215,1.0033726812816188,1936.0,3.2647554806070826,32.92,-117.14,1.847
2.1667,40.0,4.019047619047619,1.1047619047619048,1032.0,3.276190476190476,34.11,-118.19,1.5
4.918,36.0,6.169491525423729,1.0610169491525423,899.0,3.047457627118644,33.83,-118.11,2.252
2.1845,36.0,4.8121546961325965,1.1104972375690607,2862.0,15.812154696132596,34.06,-118.17,1.238
8.1484,36.0,6.806691449814126,1.100371747211896,871.0,3.2379182156133828,34.03,-118.4,5.00001
4.0272,45.0,4.583720930232558,1.0209302325581395,1245.0,2.895348837209302,34.13,-118.24,2.605
8.3617,52.0,5.516129032258065,0.9314516129032258,737.0,2.971774193548387,34.06,-118.33,4.338
4.5791,12.0,5.8992673992674,1.021978021978022,2966.0,2.7161172161172162,35.36,-119.08,1.234
3.7569,42.0,4.896373056994818,1.0,460.0,2.383419689119171,38.61,-121.37,1.271
4.0189,43.0,5.036511156186613,1.1115618661257607,1212.0,2.4584178498985803,33.99,-118.43,3.029
2.5924,19.0,3.6426426426426426,1.09984984984985,3171.0,2.380630630630631,34.15,-118.24,1.929
1.5208,23.0,7.4375,1.5625,321.0,2.5078125,39.08,-122.79,0.89
3.9485,35.0,6.271794871794872,1.0547008547008547,1694.0,2.8957264957264957,32.72,-117.05,1.339
2.9386,13.0,5.2218390804597705,1.0126436781609196,2298.0,2.6413793103448278,33.24,-117.33,1.434
2.964,14.0,3.5925925925925926,1.1206349206349207,2258.0,2.389417989417989,37.67,-122.48,3.197
3.0733,15.0,4.936117936117936,1.0442260442260443,2070.0,2.542997542997543,38.67,-121.3,1.198
2.0161,11.0,3.82312925170068,1.1156462585034013,504.0,3.4285714285714284,34.64,-120.46,1.188
5.8252,7.0,5.144414168937329,1.0663033605812897,2493.0,2.2643051771117166,33.67,-117.98,2.647
3.6667,15.0,14.304761904761905,2.9285714285714284,437.0,2.080952380952381,33.8,-116.48,0.9
1.2227,19.0,5.039735099337748,1.3995584988962473,1184.0,2.6136865342163356,40.16,-123.82,0.768
2.5,52.0,4.804761904761905,1.1,929.0,4.423809523809524,37.33,-121.9,1.625
4.9148,16.0,5.4702093397745575,1.104669887278583,1924.0,3.0982286634460547,33.71,-117.87,1.555
3.087,20.0,9.78735632183908,1.6896551724137931,409.0,2.3505747126436782,39.2,-120.1,1.969
0.8012,28.0,5.283950617283951,1.1666666666666667,435.0,2.685185185185185,37.75,-122.19,0.818
2.5667,40.0,6.5120481927710845,1.1897590361445782,1010.0,3.0421686746987953,34.52,-120.39,2.393
4.1319,22.0,5.949886104783599,1.1252847380410023,1361.0,3.1002277904328017,34.41,-119.31,2.45
2.1587,43.0,4.319648093841642,1.0879765395894427,1231.0,3.6099706744868034,37.73,-122.17,0.865
3.0149,52.0,4.276639344262295,1.0450819672131149,1197.0,2.4528688524590163,37.8,-122.25,2.184
3.7772,26.0,5.412413793103449,1.0772413793103448,2332.0,3.216551724137931,33.85,-117.88,2.239
4.4236,38.0,5.78140703517588,1.0452261306532664,1079.0,2.7110552763819094,34.1,-118.03,2.336
3.1551,27.0,4.630541871921182,1.083743842364532,2022.0,2.4901477832512313,34.18,-118.42,2.256
2.6094,38.0,5.197183098591549,1.0528169014084507,1491.0,2.625,35.42,-119.03,0.679
5.2019,32.0,5.455882352941177,1.0073529411764706,673.0,2.474264705882353,37.35,-121.96,2.799
1.8419,18.0,6.946268656716418,1.9164179104477612,799.0,2.3850746268656717,35.74,-118.31,0.923
2.8393,15.0,5.427402862985685,1.0838445807770962,1267.0,2.591002044989775,37.31,-119.64,1.044
2.725,32.0,5.992395437262357,1.1330798479087452,3490.0,6.634980988593156,34.15,-119.22,4.5
2.9821,46.0,4.398963730569948,0.9922279792746114,726.0,1.8808290155440415,38.55,-121.44,0.97
5.144,27.0,5.041237113402062,1.0103092783505154,403.0,4.154639175257732,33.85,-118.28,1.808
5.6611,42.0,5.932515337423313,1.0736196319018405,481.0,2.950920245398773,33.75,-118.3,2.656
2.6491,5.0,4.482367758186398,1.0944584382871536,2965.0,3.734256926952141,33.84,-118.31,2.167
4.3227,16.0,5.711703958691911,1.0077452667814113,3575.0,3.076592082616179,37.01,-121.59,2.515
1.1667,52.0,5.401069518716578,1.1176470588235294,604.0,3.229946524064171,37.81,-122.3,0.784
2.1518,16.0,4.896551724137931,1.0689655172413792,307.0,2.646551724137931,37.67,-120.99,1.074
2.3284,30.0,4.048780487804878,1.0548780487804879,577.0,1.7591463414634145,32.81,-117.26,2.906
3.5938,34.0,4.582633053221288,1.0028011204481793,977.0,2.7366946778711485,33.9,-118.02,2.099
3.371,42.0,4.530120481927711,0.9924698795180723,1817.0,2.73644578313253,37.72,-122.17,1.65
3.0739,36.0,4.178997613365155,1.045346062052506,1175.0,2.804295942720764,33.88,-118.29,2.186
4.9821,21.0,4.4875675675675675,1.1005405405405406,2054.0,2.2205405405405405,33.87,-118.38,2.929
3.2891,42.0,4.377551020408164,1.0442176870748299,2377.0,4.042517006802721,37.57,-122.32,2.379
6.065,5.0,5.626865671641791,1.0621890547263682,1016.0,2.527363184079602,33.55,-117.68,3.155
3.0917,48.0,4.939102564102564,1.0064102564102564,819.0,2.625,33.97,-118.31,1.361
1.625,52.0,3.4285714285714284,0.8571428571428571,46.0,6.571428571428571,34.06,-117.75,0.675
4.061,27.0,5.074300699300699,1.006993006993007,3106.0,2.715034965034965,33.92,-117.99,2.227
5.798,21.0,6.232558139534884,0.9883720930232558,928.0,2.697674418604651,33.02,-117.27,2.861
2.4074,24.0,3.3333333333333335,1.0504009163802979,2522.0,2.888888888888889,34.17,-118.31,2.194
5.1074,27.0,5.2835820895522385,0.9365671641791045,1024.0,3.8208955223880596,34.28,-118.77,1.852
4.0417,32.0,5.351515151515152,0.9757575757575757,876.0,2.6545454545454548,33.81,-117.85,2.345
3.9097,41.0,5.010309278350515,0.9355670103092784,977.0,2.518041237113402,35.36,-119.03,0.813
3.7639,37.0,4.57429718875502,1.0200803212851406,1257.0,2.5240963855421685,33.89,-118.31,2.206
1.9961,13.0,4.996287128712871,1.0748762376237624,6159.0,1.905631188118812,33.73,-116.99,0.978
4.5625,25.0,5.628205128205129,0.9647435897435898,722.0,2.3141025641025643,32.82,-117.18,1.623
2.3571,36.0,5.069026548672566,1.0672566371681416,1155.0,2.0442477876106193,37.99,-120.38,1.134
3.1373,23.0,3.752241238793806,1.0749796251018744,2391.0,1.9486552567237163,34.15,-118.37,2.631
3.0021,19.0,5.934803451581975,1.299137104506232,2242.0,2.149568552253116,33.72,-116.37,1.523
3.3479,30.0,4.73225516621743,1.1257861635220126,4065.0,3.652291105121294,37.64,-122.08,1.821
3.3214,25.0,6.093862815884476,1.0902527075812274,879.0,3.1732851985559565,36.38,-119.69,1.031
3.4539,43.0,4.561068702290076,0.9770992366412213,1251.0,4.7748091603053435,33.92,-118.22,1.25
3.3056,39.0,3.746630727762803,1.105121293800539,1666.0,4.490566037735849,33.94,-118.36,1.568
3.6389,4.0,4.237903225806452,1.060483870967742,455.0,1.8346774193548387,38.27,-122.3,1.302
3.0208,34.0,4.5,0.9835680751173709,1181.0,2.772300469483568,32.75,-117.06,1.292
5.9073,35.0,5.837340876944837,0.9745403111739745,1596.0,2.257425742574257,37.89,-122.53,4.004
4.4732,25.0,4.712616822429907,1.060747663551402,1024.0,2.392523364485981,33.68,-117.92,2.456
5.0126,16.0,5.9144385026737964,1.0427807486631016,505.0,2.700534759358289,39.0,-121.1,1.923
13.3913,25.0,8.869047619047619,1.0277777777777777,1507.0,2.990079365079365,37.55,-122.34,5.00001
4.6312,30.0,5.377567140600316,1.09478672985782,1794.0,2.8341232227488153,37.3,-121.98,2.832
4.0938,29.0,5.721973094170403,1.0089686098654709,600.0,2.690582959641256,38.6,-121.29,1.091
2.3243,27.0,6.34718826405868,1.0635696821515892,1100.0,2.6894865525672373,39.38,-121.74,0.855
6.706,49.0,6.802020202020202,1.0565656565656565,1317.0,2.6606060606060606,34.11,-118.1,3.514
3.9375,10.0,5.629107981220657,1.0344287949921753,1132.0,1.7715179968701096,38.43,-122.58,2.692
2.8036,27.0,4.797507788161994,0.9813084112149533,883.0,2.750778816199377,40.61,-122.57,0.934
3.631,5.0,4.580882352941177,1.0735294117647058,396.0,2.911764705882353,33.68,-117.8,2.25
11.4233,21.0,7.138783269961977,0.9980988593155894,1493.0,2.838403041825095,34.06,-118.54,5.00001
3.5296,43.0,4.644149577804584,1.2279855247285887,1497.0,1.8057901085645356,37.71,-122.48,4.0
1.7273,19.0,3.432314410480349,1.2314410480349345,525.0,2.2925764192139737,32.8,-117.21,1.375
4.7772,34.0,4.985915492957746,0.9753521126760564,980.0,3.4507042253521125,33.81,-117.96,1.825
4.55,34.0,5.87215411558669,0.9527145359019265,1583.0,2.772329246935201,32.84,-117.2,1.877
3.375,52.0,4.011904761904762,1.0714285714285714,647.0,3.8511904761904763,37.79,-122.24,1.161
5.6017,29.0,4.263803680981595,1.0899795501022496,919.0,1.8793456032719837,33.85,-118.4,4.3
3.0652,24.0,5.415322580645161,1.059475806451613,3002.0,3.026209677419355,39.1,-123.34,1.311
5.8418,15.0,6.831460674157303,0.9325842696629213,572.0,3.2134831460674156,38.0,-122.27,2.403
3.1208,36.0,5.333333333333333,1.053763440860215,846.0,3.032258064516129,38.53,-121.43,0.827
3.8897,38.0,5.572916666666667,1.1270833333333334,1378.0,2.870833333333333,37.99,-122.04,1.399
3.8029,36.0,5.428057553956834,1.0017985611510791,1445.0,2.5989208633093526,38.1,-122.21,1.299
3.6696,40.0,5.230769230769231,1.0796703296703296,1183.0,3.25,34.1,-118.09,2.104
2.4167,28.0,6.4935064935064934,1.3376623376623376,545.0,3.538961038961039,34.42,-118.75,1.917
11.1121,15.0,7.778846153846154,1.0841346153846154,1289.0,3.0985576923076925,33.63,-117.8,4.93
3.5469,15.0,5.829411764705882,1.6294117647058823,419.0,2.4647058823529413,38.03,-118.98,0.825
3.9375,46.0,4.611607142857143,1.0044642857142858,1275.0,2.845982142857143,33.87,-117.94,1.87
2.2222,34.0,4.935064935064935,1.0415584415584416,1009.0,2.620779220779221,37.35,-120.61,0.75
1.9063,52.0,1.553030303030303,0.9015151515151515,228.0,1.7272727272727273,37.97,-122.53,2.0
4.1386,2.0,8.821215733015494,1.4147794994040523,2826.0,3.368295589988081,33.66,-117.17,1.773
3.0357,7.0,5.541490857946554,1.0745428973277074,2140.0,3.009845288326301,34.54,-117.36,0.913
4.875,15.0,6.720833333333333,1.2625,702.0,2.925,32.91,-117.15,1.693
3.2371,33.0,4.289699570815451,1.0085836909871244,2170.0,4.656652360515022,33.92,-118.05,1.547
1.9038,35.0,4.1550802139037435,1.018716577540107,1487.0,3.9759358288770055,34.08,-118.19,1.395
8.5282,25.0,7.831050228310502,1.1073059360730593,1284.0,2.9315068493150687,34.15,-117.66,3.601
3.7833,47.0,5.438356164383562,1.0582191780821917,827.0,2.8321917808219177,33.99,-118.06,1.661
4.5795,28.0,6.025390625,1.078125,1277.0,2.494140625,37.31,-121.88,2.628
2.9044,52.0,4.404282115869018,1.0478589420654911,1493.0,1.880352644836272,37.86,-122.26,2.574
6.0634,15.0,5.935275080906149,1.0679611650485437,841.0,2.72168284789644,33.68,-117.78,2.343
2.5893,8.0,28.615384615384617,5.487179487179487,27.0,0.6923076923076923,39.75,-121.0,0.83
4.1518,43.0,6.105263157894737,1.0813397129186604,545.0,2.6076555023923444,34.16,-118.16,2.307
2.6654,38.0,3.951541850220264,1.118942731277533,2188.0,4.819383259911894,33.94,-118.35,1.422
4.4118,31.0,4.606512890094979,1.0067842605156039,1886.0,2.559023066485753,33.93,-118.01,1.744
4.9434,17.0,3.9544334975369457,1.043103448275862,1553.0,1.9125615763546797,37.56,-122.27,2.921
2.2402,34.0,3.1626187961985215,0.9947201689545935,2626.0,2.7729672650475186,34.02,-118.42,4.5
3.9464,7.0,6.167582417582418,1.1181318681318682,1016.0,2.791208791208791,34.87,-117.03,1.015
2.2614,50.0,5.378698224852071,1.106508875739645,737.0,2.1804733727810652,36.78,-119.8,0.73
5.1377,45.0,4.738636363636363,1.0113636363636365,187.0,2.125,34.14,-118.4,3.607
5.0016,19.0,5.531431897555297,1.029685681024447,6370.0,3.7077997671711294,34.19,-119.2,2.185
5.8068,20.0,6.632098765432099,1.0222222222222221,1507.0,3.7209876543209877,37.34,-121.8,2.639
5.4074,16.0,7.076923076923077,1.0512820512820513,495.0,3.173076923076923,38.24,-122.03,1.577
2.9312,25.0,4.5,1.1152173913043477,1078.0,2.3434782608695652,33.79,-117.83,2.201
2.8393,35.0,4.30188679245283,1.0125786163522013,381.0,2.3962264150943398,34.0,-118.41,2.72
1.7227,14.0,4.452425373134329,1.0569029850746268,2101.0,1.9598880597014925,40.61,-122.38,1.05
2.5374,11.0,5.828267477203648,1.1048632218844985,1456.0,2.2127659574468086,39.79,-121.62,0.972
2.9551,41.0,4.11854103343465,1.060790273556231,655.0,1.9908814589665653,33.9,-118.36,2.05
2.6083,38.0,5.14026402640264,1.0264026402640265,1238.0,2.042904290429043,36.21,-119.33,0.67
4.8092,23.0,5.645061728395062,1.0679012345679013,1277.0,3.941358024691358,37.32,-121.8,2.174
4.875,16.0,6.472,0.9968,1862.0,2.9792,38.03,-121.32,1.431
2.0,52.0,5.506410256410256,1.1346153846153846,1026.0,3.2884615384615383,34.0,-118.3,1.28
4.0985,45.0,5.737179487179487,1.0128205128205128,1035.0,3.3173076923076925,34.19,-118.17,1.731
2.7284,24.0,4.897400820793433,1.0054719562243501,1959.0,2.679890560875513,38.27,-122.03,1.185
1.5909,24.0,7.329787234042553,1.446808510638298,532.0,2.8297872340425534,33.09,-116.66,2.219
4.3816,35.0,6.126984126984127,1.0238095238095237,849.0,2.246031746031746,36.32,-119.32,0.886
3.8633,27.0,4.26007326007326,0.9761904761904762,1697.0,3.108058608058608,33.84,-118.28,1.879
4.1719,5.0,4.7025316455696204,1.1455696202531647,1010.0,2.130801687763713,38.02,-121.36,2.061
4.8703,37.0,4.854227405247814,0.9766763848396501,1011.0,2.947521865889213,34.21,-118.44,1.851
3.2813,47.0,5.485714285714286,1.2634920634920634,1178.0,3.7396825396825397,37.74,-122.41,2.296
1.3729,15.0,3.6039488966318234,1.1207897793263646,3061.0,3.5551684088269453,37.99,-121.31,1.103
4.125,35.0,6.317204301075269,1.0268817204301075,568.0,3.053763440860215,33.85,-117.96,1.892
3.8125,19.0,4.7554945054945055,1.1538461538461537,1032.0,2.8351648351648353,33.84,-118.25,2.081
2.75,52.0,3.485,0.9875,1700.0,4.25,37.8,-122.41,1.688
3.58,10.0,6.902275769745649,1.2597054886211512,2294.0,3.07095046854083,33.7,-117.25,1.134
7.203,19.0,7.205056179775281,1.0407303370786516,1887.0,2.6502808988764044,37.83,-122.11,3.699
4.0288,35.0,5.333333333333333,0.9868421052631579,893.0,3.9166666666666665,33.86,-117.93,1.84
3.02,9.0,4.1268115942028984,1.038647342995169,2521.0,3.0446859903381642,32.69,-117.04,1.589
1.9375,40.0,4.766891891891892,0.9594594594594594,609.0,2.0574324324324325,36.78,-119.77,0.677
3.1815,19.0,4.677839851024209,0.9478584729981379,1856.0,3.456238361266294,36.93,-121.79,1.891
8.7603,10.0,6.73224043715847,0.9480874316939891,1241.0,3.390710382513661,33.72,-117.75,3.625
2.5882,33.0,4.376146788990826,1.1055045871559632,655.0,3.0045871559633026,33.91,-118.26,0.928
3.775,19.0,5.537906137184115,1.075812274368231,912.0,1.6462093862815885,33.13,-117.21,1.68
5.4746,30.0,5.998745294855709,1.0426599749058971,2568.0,3.2220828105395234,33.84,-118.03,2.264
5.2557,25.0,5.343373493975903,0.9623493975903614,2653.0,3.9954819277108435,34.02,-118.06,1.888
0.8026,23.0,5.369230769230769,1.1507692307692308,1054.0,3.243076923076923,37.81,-122.29,1.125
4.2679,36.0,5.373134328358209,1.0,719.0,3.5771144278606966,33.91,-118.1,1.758
2.0802,22.0,5.577681874229347,1.1288532675709002,4276.0,2.636251541307028,41.61,-120.55,0.479
1.5594,52.0,2.8368794326241136,1.1099290780141844,1337.0,4.74113475177305,32.71,-117.14,0.875
2.4632,24.0,2.7470389170896783,1.083756345177665,2642.0,2.2351945854483923,34.07,-118.28,2.167
4.5129,16.0,6.174757281553398,1.046116504854369,1199.0,2.9101941747572817,38.95,-121.19,1.963
3.625,36.0,6.569060773480663,1.3149171270718232,957.0,2.643646408839779,38.18,-122.8,2.531
10.2264,36.0,8.571428571428571,1.1428571428571428,30.0,2.142857142857143,38.63,-121.28,3.5
4.2969,18.0,6.554545454545455,1.040909090909091,538.0,2.4454545454545453,37.67,-120.96,1.632
0.7007,30.0,3.64,1.0242857142857142,2086.0,2.98,33.85,-118.18,1.344
2.9531,34.0,4.316239316239316,0.8803418803418803,678.0,2.8974358974358974,37.87,-121.27,1.04
4.7721,52.0,5.772388059701493,1.0932835820895523,706.0,2.6343283582089554,37.8,-122.2,2.171
0.799,25.0,3.6454352441613587,1.1507430997876857,1343.0,2.851380042462845,36.74,-119.8,0.518
1.875,33.0,3.5851063829787235,1.1063829787234043,565.0,3.00531914893617,33.12,-117.08,1.143
5.6254,35.0,5.639810426540285,0.957345971563981,1212.0,2.8720379146919433,33.87,-118.32,2.838
3.4187,26.0,5.230769230769231,0.9423076923076923,194.0,3.730769230769231,38.83,-122.0,0.984
2.4375,19.0,6.0368663594470044,1.1105990783410138,702.0,3.2350230414746544,36.54,-119.84,0.782
1.4937,20.0,4.570552147239264,0.9754601226993865,1474.0,4.521472392638037,36.61,-119.54,0.547
3.2545,27.0,4.962472406181015,1.0286975717439293,1644.0,3.629139072847682,36.61,-121.83,1.312
3.9375,35.0,5.46524064171123,0.9786096256684492,628.0,3.358288770053476,34.06,-117.93,1.875
3.1312,49.0,5.831858407079646,1.1592920353982301,741.0,2.185840707964602,38.51,-122.48,2.476
2.3317,39.0,3.975609756097561,1.0585365853658537,2470.0,2.4097560975609755,33.78,-118.16,2.225
3.8505,10.0,5.412126068376068,1.0456730769230769,9716.0,2.59508547008547,34.13,-117.59,1.696
6.0842,18.0,7.675,1.05,368.0,3.066666666666667,38.26,-121.99,2.611
8.1093,17.0,7.315359477124183,0.9967320261437909,1798.0,2.9379084967320264,33.63,-117.81,4.104
